table_name,constraint_name,constraint_type,column_name,referenced_table,referenced_column
recon_target_observations,recon_target_observations_target_id_observation_id_key,UNIQUE,target_id,recon_target_observations,observation_id
recon_targets,2200_84070_10_not_null,CHECK,,,
recon_targets,2200_84070_11_not_null,CHECK,,,
recon_targets,2200_84070_12_not_null,CHECK,,,
recon_targets,2200_84070_13_not_null,CHECK,,,
recon_targets,2200_84070_14_not_null,CHECK,,,
recon_targets,2200_84070_15_not_null,CHECK,,,
recon_targets,2200_84070_16_not_null,CHECK,,,
recon_targets,2200_84070_17_not_null,CHECK,,,
recon_targets,2200_84070_18_not_null,CHECK,,,
recon_targets,2200_84070_19_not_null,CHECK,,,
recon_targets,2200_84070_1_not_null,CHECK,,,
recon_targets,2200_84070_3_not_null,CHECK,,,
recon_targets,2200_84070_4_not_null,CHECK,,,
recon_targets,2200_84070_5_not_null,CHECK,,,
recon_targets,2200_84070_6_not_null,CHECK,,,
recon_targets,2200_84070_7_not_null,CHECK,,,
recon_targets,2200_84070_8_not_null,CHECK,,,
recon_targets,2200_84070_9_not_null,CHECK,,,
recon_targets,recon_targets_pkey,PRIMARY KEY,id,recon_targets,id
service_order_actual_ammo,2200_67076_1_not_null,CHECK,,,
service_order_actual_ammo,2200_67076_2_not_null,CHECK,,,
service_order_actual_ammo,2200_67076_3_not_null,CHECK,,,
service_order_actual_ammo,2200_67076_4_not_null,CHECK,,,
service_order_actual_ammo,2200_67076_5_not_null,CHECK,,,
service_order_actual_ammo,2200_67076_6_not_null,CHECK,,,
service_order_actual_ammo,2200_67076_8_not_null,CHECK,,,
service_order_actual_ammo,service_order_actual_ammo_charge_modules_per_shot_check,CHECK,,service_order_actual_ammo,charge_modules_per_shot
service_order_actual_ammo,service_order_actual_ammo_charge_quantity_check,CHECK,,service_order_actual_ammo,charge_quantity
service_order_actual_ammo,service_order_actual_ammo_shot_quantity_check,CHECK,,service_order_actual_ammo,shot_quantity
service_order_actual_ammo,service_order_actual_ammo_charge_id_fkey,FOREIGN KEY,charge_id,charges,id
service_order_actual_ammo,service_order_actual_ammo_service_order_id_fkey,FOREIGN KEY,service_order_id,service_orders,id
service_order_actual_ammo,service_order_actual_ammo_shell_id_fkey,FOREIGN KEY,shell_id,shells,id
service_order_actual_ammo,service_order_actual_ammo_pkey,PRIMARY KEY,id,service_order_actual_ammo,id
service_orders,2200_25802_11_not_null,CHECK,,,
service_orders,2200_25802_18_not_null,CHECK,,,
service_orders,2200_25802_19_not_null,CHECK,,,
service_orders,2200_25802_1_not_null,CHECK,,,
service_orders,2200_25802_2_not_null,CHECK,,,
service_orders,2200_25802_3_not_null,CHECK,,,
service_orders,2200_25802_4_not_null,CHECK,,,
service_orders,2200_25802_5_not_null,CHECK,,,
service_orders,2200_25802_8_not_null,CHECK,,,
service_orders,chk_service_orders_assigned_scope,CHECK,,service_orders,assigned_scope
service_orders,fk_service_orders_fire_position,FOREIGN KEY,selected_fire_position_id,fire_positions,id
service_orders,fk_service_orders_resource_a,FOREIGN KEY,planned_resource_a_id,shells,id
service_orders,fk_service_orders_resource_b,FOREIGN KEY,planned_resource_b_id,charges,id
service_orders,service_orders_pkey,PRIMARY KEY,id,service_orders,id
service_orders,service_orders_order_number_key,UNIQUE,order_number,service_orders,order_number
shell_compatible_charges,2200_17694_1_not_null,CHECK,,,
shell_compatible_charges,2200_17694_2_not_null,CHECK,,,
shell_compatible_charges,2200_17694_3_not_null,CHECK,,,
shell_compatible_charges,2200_17694_4_not_null,CHECK,,,
shell_compatible_charges,shell_compatible_charges_usable_modules_check,CHECK,,shell_compatible_charges,usable_modules
shell_compatible_charges,fk_shell_compatible_charges_zone,FOREIGN KEY,zone_id,zones,id
shell_compatible_charges,shell_compatible_charges_charge_id_fkey,FOREIGN KEY,charge_id,charges,id
shell_compatible_charges,shell_compatible_charges_shell_id_fkey,FOREIGN KEY,shell_id,shells,id
shell_compatible_charges,shell_compatible_charges_pkey,PRIMARY KEY,id,shell_compatible_charges,id
shell_compatible_fuzes,2200_17711_1_not_null,CHECK,,,
shell_compatible_fuzes,2200_17711_2_not_null,CHECK,,,
shell_compatible_fuzes,2200_17711_3_not_null,CHECK,,,
shell_compatible_fuzes,shell_compatible_fuzes_fuze_id_fkey,FOREIGN KEY,fuze_id,fuzes,id
shell_compatible_fuzes,shell_compatible_fuzes_shell_id_fkey,FOREIGN KEY,shell_id,shells,id
shell_compatible_fuzes,shell_compatible_fuzes_pkey,PRIMARY KEY,id,shell_compatible_fuzes,id
shells,2200_17615_1_not_null,CHECK,,,
shells,2200_17615_2_not_null,CHECK,,,
shells,2200_17615_3_not_null,CHECK,,,
shells,2200_17615_4_not_null,CHECK,,,
shells,shells_pkey,PRIMARY KEY,id,shells,id
shells,shells_marking_key,UNIQUE,marking,shells,marking
spatial_ref_sys,2200_16709_1_not_null,CHECK,,,
spatial_ref_sys,spatial_ref_sys_srid_check,CHECK,,spatial_ref_sys,srid
spatial_ref_sys,spatial_ref_sys_pkey,PRIMARY KEY,srid,spatial_ref_sys,srid
stock_movements,2200_17853_1_not_null,CHECK,,,
stock_movements,2200_17853_4_not_null,CHECK,,,
stock_movements,2200_17853_5_not_null,CHECK,,,
stock_movements,2200_17853_6_not_null,CHECK,,,
stock_movements,stock_movements_fire_mission_id_fkey,FOREIGN KEY,fire_mission_id,fire_missions,id
stock_movements,stock_movements_from_depot_id_fkey,FOREIGN KEY,from_depot_id,depots,id
stock_movements,stock_movements_to_depot_id_fkey,FOREIGN KEY,to_depot_id,depots,id
stock_movements,stock_movements_pkey,PRIMARY KEY,id,stock_movements,id
units,2200_17469_1_not_null,CHECK,,,
units,2200_17469_2_not_null,CHECK,,,
units,2200_17469_3_not_null,CHECK,,,
units,units_parent_id_fkey,FOREIGN KEY,parent_id,units,id
units,units_pkey,PRIMARY KEY,id,units,id
users,2200_33951_10_not_null,CHECK,,,
users,2200_33951_1_not_null,CHECK,,,
users,2200_33951_2_not_null,CHECK,,,
users,2200_33951_3_not_null,CHECK,,,
users,2200_33951_5_not_null,CHECK,,,
users,2200_33951_6_not_null,CHECK,,,
users,2200_33951_7_not_null,CHECK,,,
users,2200_33951_8_not_null,CHECK,,,
users,chk_users_role,CHECK,,users,role
users,chk_users_scope,CHECK,,users,scope
users,fk_users_unit,FOREIGN KEY,unit_id,units,id
users,users_pkey,PRIMARY KEY,id,users,id
users,users_login_key,UNIQUE,login,users,login
weapon_models,2200_17735_1_not_null,CHECK,,,
weapon_models,2200_17735_2_not_null,CHECK,,,
weapon_models,2200_17735_3_not_null,CHECK,,,
weapon_models,weapon_models_pkey,PRIMARY KEY,id,weapon_models,id
weapon_models,weapon_models_name_key,UNIQUE,name,weapon_models,name
weapon_systems,2200_17501_1_not_null,CHECK,,,
weapon_systems,ck_weapon_systems_location_consistency,CHECK,,weapon_systems,fire_position_id
weapon_systems,ck_weapon_systems_location_consistency,CHECK,,weapon_systems,location_type
weapon_systems,fk_weapon_system_fire_position,FOREIGN KEY,fire_position_id,fire_positions,id
weapon_systems,weapon_systems_unit_id_fkey,FOREIGN KEY,unit_id,units,id
weapon_systems,weapon_systems_weapon_model_id_fkey,FOREIGN KEY,weapon_model_id,weapon_models,id
weapon_systems,weapon_systems_pkey,PRIMARY KEY,id,weapon_systems,id
zones,2200_17728_1_not_null,CHECK,,,
zones,2200_17728_3_not_null,CHECK,,,
zones,2200_17728_4_not_null,CHECK,,,
zones,2200_17728_5_not_null,CHECK,,,
zones,zones_weapon_model_id_fkey,FOREIGN KEY,weapon_model_id,weapon_models,id
zones,zones_pkey,PRIMARY KEY,id,zones,id
(616 rows)
