"Table","Entity","Property","Column","Decorator","Type","Nullable","File"
"fire_missions","FireMission","firePositionId","fire_position_id","Column","uuid","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","fuzeId","fuze_id","Column","uuid","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","fuzeQuantity","fuze_quantity","Column","int","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","id","id","PrimaryGeneratedColumn","uuid","","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","missionDatetime","mission_datetime","Column","timestamp","","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","primerId","primer_id","Column","uuid","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","primerQuantity","primer_quantity","Column","int","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","sentAt","sent_at","Column","timestamp","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","shellId","shell_id","Column","uuid","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","shellQuantity","shell_quantity","Column","int","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","startedAt","started_at","Column","timestamp","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","status","status","Column","varchar","","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","targetLat","target_lat","Column","double precision","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","targetLng","target_lng","Column","double precision","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","targetMgrs","target_mgrs","Column","varchar","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","targetNumber","target_number","Column","varchar","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","targetSettlement","target_settlement","Column","varchar","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","targetType","target_type","Column","varchar","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_missions","FireMission","weaponSystemId","weapon_system_id","Column","uuid","true","backend\src\fire-missions\fire-mission.entity.ts"
"fire_position_weapons","FirePositionWeapon","assignedAt","assigned_at","CreateDateColumn","","","backend\src\fire-position-weapons\fire-position-weapon.entity.ts"
"fire_position_weapons","FirePositionWeapon","firePositionId","fire_position_id","Column","uuid","","backend\src\fire-position-weapons\fire-position-weapon.entity.ts"
"fire_position_weapons","FirePositionWeapon","id","id","PrimaryGeneratedColumn","uuid","","backend\src\fire-position-weapons\fire-position-weapon.entity.ts"
"fire_position_weapons","FirePositionWeapon","removedAt","removed_at","Column","timestamp","true","backend\src\fire-position-weapons\fire-position-weapon.entity.ts"
"fire_position_weapons","FirePositionWeapon","weaponSystemId","weapon_system_id","Column","uuid","","backend\src\fire-position-weapons\fire-position-weapon.entity.ts"
"fire_positions","FirePosition","airSituationStatus","air_situation_status","Column","varchar","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","ammoDepotId","ammo_depot_id","Column","uuid","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","completedVgzCount","completed_vgz_count","Column","int","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","createdAt","created_at","CreateDateColumn","","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","hasSg","has_sg","Column","boolean","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","id","id","PrimaryGeneratedColumn","uuid","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","lat","lat","Column","double precision","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","lng","lng","Column","double precision","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","mainDirection","main_direction","Column","varchar","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","mainDirectionDegrees","main_direction_degrees","Column","numeric","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","mainDirectionUnits","main_direction_units","Column","numeric","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","mgrs","mgrs","Column","varchar","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","name","name","Column","varchar","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","notReadyReason","not_ready_reason","Column","text","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","personnelRotationDate","personnel_rotation_date","Column","date","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","personnelRotationStatus","personnel_rotation_status","Column","varchar","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","positionType","position_type","Column","varchar","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","readinessStatus","readiness_status","Column","varchar","","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","sectorLeftDegrees","sector_left_degrees","Column","integer","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","sectorRightDegrees","sector_right_degrees","Column","integer","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","traverseLeftDegrees","traverse_left_degrees","Column","numeric","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","traverseLeftUnits","traverse_left_units","Column","numeric","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","traverseLimits","traverse_limits","Column","varchar","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","traverseRightDegrees","traverse_right_degrees","Column","numeric","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","traverseRightUnits","traverse_right_units","Column","numeric","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","unitId","unit_id","Column","uuid","true","backend\src\fire-positions\fire-position.entity.ts"
"fire_positions","FirePosition","updatedAt","updated_at","UpdateDateColumn","","","backend\src\fire-positions\fire-position.entity.ts"
"fuzes","Fuze","createdAt","created_at","CreateDateColumn","","","backend\src\fuzes\fuze.entity.ts"
"fuzes","Fuze","id","id","PrimaryGeneratedColumn","uuid","","backend\src\fuzes\fuze.entity.ts"
"fuzes","Fuze","marking","marking","Column","varchar","","backend\src\fuzes\fuze.entity.ts"
"fuzes","Fuze","material","material","Column","varchar","true","backend\src\fuzes\fuze.entity.ts"
"fuzes","Fuze","updatedAt","updated_at","UpdateDateColumn","","","backend\src\fuzes\fuze.entity.ts"
"operator_shifts","OperatorShift","createdAt","created_at","CreateDateColumn","","","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","endedAt","ended_at","Column","timestamptz","true","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","id","id","PrimaryGeneratedColumn","uuid","","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","note","note","Column","text","true","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","operatorLogin","operator_login","Column","varchar","","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","operatorName","operator_name","Column","varchar","true","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","operatorUserId","operator_user_id","Column","uuid","","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","startedAt","started_at","Column","timestamptz","","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","status","status","Column","varchar","","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","unitId","unit_id","Column","uuid","true","backend\src\operator-shifts\operator-shift.entity.ts"
"operator_shifts","OperatorShift","updatedAt","updated_at","UpdateDateColumn","","","backend\src\operator-shifts\operator-shift.entity.ts"
"planned_route_points","PlannedRoutePoint","id","id","PrimaryGeneratedColumn","uuid","","backend\src\planned-trips\planned-route-point.entity.ts"
"planned_route_points","PlannedRoutePoint","isControl","is_control","Column","boolean","","backend\src\planned-trips\planned-route-point.entity.ts"
"planned_route_points","PlannedRoutePoint","lat","lat","Column","double precision","","backend\src\planned-trips\planned-route-point.entity.ts"
"planned_route_points","PlannedRoutePoint","lng","lng","Column","double precision","","backend\src\planned-trips\planned-route-point.entity.ts"
"planned_route_points","PlannedRoutePoint","name","name","Column","varchar","","backend\src\planned-trips\planned-route-point.entity.ts"
"planned_route_points","PlannedRoutePoint","routeId","route_id","Column","uuid","","backend\src\planned-trips\planned-route-point.entity.ts"
"planned_route_points","PlannedRoutePoint","sortOrder","sort_order","Column","int","","backend\src\planned-trips\planned-route-point.entity.ts"
"planned_routes","PlannedRoute","createdAt","created_at","CreateDateColumn","","","backend\src\planned-trips\planned-route.entity.ts"
"planned_routes","PlannedRoute","description","description","Column","text","true","backend\src\planned-trips\planned-route.entity.ts"
"planned_routes","PlannedRoute","id","id","PrimaryGeneratedColumn","uuid","","backend\src\planned-trips\planned-route.entity.ts"
"planned_routes","PlannedRoute","name","name","Column","varchar","","backend\src\planned-trips\planned-route.entity.ts"
"planned_routes","PlannedRoute","updatedAt","updated_at","UpdateDateColumn","","","backend\src\planned-trips\planned-route.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","id","id","PrimaryGeneratedColumn","uuid","","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","isControl","is_control","Column","boolean","","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","lat","lat","Column","double precision","","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","lng","lng","Column","double precision","","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","name","name","Column","varchar","","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","passedAt","passed_at","Column","timestamp","true","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","routePointId","route_point_id","Column","uuid","true","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","sortOrder","sort_order","Column","int","","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trip_checkpoints","PlannedVehicleTripCheckpoint","tripId","trip_id","Column","uuid","","backend\src\planned-trips\planned-vehicle-trip-checkpoint.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","createdAt","created_at","CreateDateColumn","","","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","destinationEntityId","destination_entity_id","Column","uuid","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","destinationEntityType","destination_entity_type","Column","varchar","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","destinationName","destination_name","Column","varchar","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","driverLabel","driver_label","Column","varchar","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","endRoutePointId","end_route_point_id","Column","uuid","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","id","id","PrimaryGeneratedColumn","uuid","","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","plannedStartAt","planned_start_at","Column","timestamp","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","routeId","route_id","Column","uuid","","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","startRoutePointId","start_route_point_id","Column","uuid","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","status","status","Column","varchar","","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","tripPurpose","trip_purpose","Column","text","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","unitId","unit_id","Column","uuid","true","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","updatedAt","updated_at","UpdateDateColumn","","","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"planned_vehicle_trips","PlannedVehicleTrip","vehicleLabel","vehicle_label","Column","varchar","","backend\src\planned-trips\planned-vehicle-trip.entity.ts"
"primers","Primer","ammoType","ammo_type","Column","varchar","true","backend\src\primers\primer.entity.ts"
"primers","Primer","createdAt","created_at","CreateDateColumn","","","backend\src\primers\primer.entity.ts"
"primers","Primer","id","id","PrimaryGeneratedColumn","uuid","","backend\src\primers\primer.entity.ts"
"primers","Primer","marking","marking","Column","varchar","","backend\src\primers\primer.entity.ts"
"primers","Primer","updatedAt","updated_at","UpdateDateColumn","","","backend\src\primers\primer.entity.ts"
"recon_areas","ReconArea","archivedAt","archived_at","Column","timestamptz","true","backend\src\modules\recon\entities\recon-area.entity.ts"
"recon_areas","ReconArea","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-area.entity.ts"
"recon_areas","ReconArea","description","description","Column","text","true","backend\src\modules\recon\entities\recon-area.entity.ts"
"recon_areas","ReconArea","geometry","geometry","Column","geometry","","backend\src\modules\recon\entities\recon-area.entity.ts"
"recon_areas","ReconArea","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-area.entity.ts"
"recon_areas","ReconArea","name","name","Column","varchar","","backend\src\modules\recon\entities\recon-area.entity.ts"
"recon_areas","ReconArea","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-area.entity.ts"
"recon_areas","ReconArea","updatedAt","updated_at","UpdateDateColumn","","","backend\src\modules\recon\entities\recon-area.entity.ts"
"recon_assessments","ReconAssessment","assessmentType","assessment_type","Column","varchar","","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_assessments","ReconAssessment","confirmedBy","confirmed_by","Column","varchar","true","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_assessments","ReconAssessment","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_assessments","ReconAssessment","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_assessments","ReconAssessment","notes","notes","Column","text","true","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_assessments","ReconAssessment","proposedBy","proposed_by","Column","varchar","true","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_assessments","ReconAssessment","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_assessments","ReconAssessment","targetId","target_id","Column","uuid","true","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_assessments","ReconAssessment","updatedAt","updated_at","UpdateDateColumn","","","backend\src\modules\recon\entities\recon-assessment.entity.ts"
"recon_correlations","ReconCorrelation","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","distanceM","distance_m","Column","double precision","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","impactId","impact_id","Column","uuid","true","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","payload","payload","Column","jsonb","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","reasonJson","reason_json","Column","jsonb","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","score","score","Column","integer","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","targetId","target_id","Column","uuid","true","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","timeDeltaSec","time_delta_sec","Column","integer","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_correlations","ReconCorrelation","updatedAt","updated_at","UpdateDateColumn","","","backend\src\modules\recon\entities\recon-correlation.entity.ts"
"recon_events","ReconEvent","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-event.entity.ts"
"recon_events","ReconEvent","entityId","entity_id","Column","uuid","true","backend\src\modules\recon\entities\recon-event.entity.ts"
"recon_events","ReconEvent","entityType","entity_type","Column","varchar","","backend\src\modules\recon\entities\recon-event.entity.ts"
"recon_events","ReconEvent","eventType","event_type","Column","varchar","","backend\src\modules\recon\entities\recon-event.entity.ts"
"recon_events","ReconEvent","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-event.entity.ts"
"recon_events","ReconEvent","payload","payload","Column","jsonb","","backend\src\modules\recon\entities\recon-event.entity.ts"
"recon_impact_observations","ReconImpactObservation","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","externalId","external_id","Column","varchar","true","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","geometry","geometry","Column","geometry","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","impactDatetime","impact_datetime","Column","timestamptz","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","inputProvider","input_provider","Column","varchar","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","lat","lat","Column","double precision","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","lng","lng","Column","double precision","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","mgrs","mgrs","Column","varchar","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","platformId","platform_id","Column","varchar","true","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","rawPayload","raw_payload","Column","jsonb","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","source","source","Column","varchar","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_impact_observations","ReconImpactObservation","targetType","target_type","Column","varchar","","backend\src\modules\recon\entities\recon-impact-observation.entity.ts"
"recon_import_batches","ReconImportBatch","acceptedRows","accepted_rows","Column","integer","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","confirmedAt","confirmed_at","Column","timestamptz","true","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","duplicateRows","duplicate_rows","Column","integer","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","errorRows","error_rows","Column","integer","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","rawPayload","raw_payload","Column","jsonb","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","source","source","Column","varchar","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_batches","ReconImportBatch","totalRows","total_rows","Column","integer","","backend\src\modules\recon\entities\recon-import-batch.entity.ts"
"recon_import_errors","ReconImportError","batchId","batch_id","Column","uuid","true","backend\src\modules\recon\entities\recon-import-error.entity.ts"
"recon_import_errors","ReconImportError","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-import-error.entity.ts"
"recon_import_errors","ReconImportError","errorCode","error_code","Column","varchar","","backend\src\modules\recon\entities\recon-import-error.entity.ts"
"recon_import_errors","ReconImportError","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-import-error.entity.ts"
"recon_import_errors","ReconImportError","message","message","Column","text","","backend\src\modules\recon\entities\recon-import-error.entity.ts"
"recon_import_errors","ReconImportError","rawPayload","raw_payload","Column","jsonb","","backend\src\modules\recon\entities\recon-import-error.entity.ts"
"recon_import_errors","ReconImportError","rowNumber","row_number","Column","integer","","backend\src\modules\recon\entities\recon-import-error.entity.ts"
"recon_intelligence_reports","ReconIntelligenceReport","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-intelligence-report.entity.ts"
"recon_intelligence_reports","ReconIntelligenceReport","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-intelligence-report.entity.ts"
"recon_intelligence_reports","ReconIntelligenceReport","inputProvider","input_provider","Column","varchar","","backend\src\modules\recon\entities\recon-intelligence-report.entity.ts"
"recon_intelligence_reports","ReconIntelligenceReport","rawPayload","raw_payload","Column","jsonb","","backend\src\modules\recon\entities\recon-intelligence-report.entity.ts"
"recon_intelligence_reports","ReconIntelligenceReport","reportDatetime","report_datetime","Column","timestamptz","","backend\src\modules\recon\entities\recon-intelligence-report.entity.ts"
"recon_intelligence_reports","ReconIntelligenceReport","source","source","Column","varchar","","backend\src\modules\recon\entities\recon-intelligence-report.entity.ts"
"recon_intelligence_reports","ReconIntelligenceReport","summary","summary","Column","text","true","backend\src\modules\recon\entities\recon-intelligence-report.entity.ts"
"recon_intelligence_reports","ReconIntelligenceReport","title","title","Column","varchar","","backend\src\modules\recon\entities\recon-intelligence-report.entity.ts"
"recon_observations","ReconObservation","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","externalId","external_id","Column","varchar","true","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","geometry","geometry","Column","geometry","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","inputProvider","input_provider","Column","varchar","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","lat","lat","Column","double precision","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","lng","lng","Column","double precision","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","mgrs","mgrs","Column","varchar","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","notes","notes","Column","text","true","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","observationDatetime","observation_datetime","Column","timestamptz","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","platformId","platform_id","Column","varchar","true","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","rawPayload","raw_payload","Column","jsonb","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","source","source","Column","varchar","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_observations","ReconObservation","targetType","target_type","Column","varchar","","backend\src\modules\recon\entities\recon-observation.entity.ts"
"recon_processed_target_decisions","ReconProcessedTargetDecision","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-processed-target-decision.entity.ts"
"recon_processed_target_decisions","ReconProcessedTargetDecision","decidedAt","decided_at","Column","timestamptz","true","backend\src\modules\recon\entities\recon-processed-target-decision.entity.ts"
"recon_processed_target_decisions","ReconProcessedTargetDecision","decision","decision","Column","varchar","true","backend\src\modules\recon\entities\recon-processed-target-decision.entity.ts"
"recon_processed_target_decisions","ReconProcessedTargetDecision","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-processed-target-decision.entity.ts"
"recon_processed_target_decisions","ReconProcessedTargetDecision","observationId","observation_id","Column","uuid","","backend\src\modules\recon\entities\recon-processed-target-decision.entity.ts"
"recon_processed_target_decisions","ReconProcessedTargetDecision","payload","payload","Column","jsonb","","backend\src\modules\recon\entities\recon-processed-target-decision.entity.ts"
"recon_processed_target_decisions","ReconProcessedTargetDecision","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-processed-target-decision.entity.ts"
"recon_processed_target_decisions","ReconProcessedTargetDecision","targetId","target_id","Column","uuid","","backend\src\modules\recon\entities\recon-processed-target-decision.entity.ts"
"recon_puar_proposals","ReconPuarProposal","acceptedServiceOrderId","accepted_service_order_id","Column","uuid","true","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","comments","comments","Column","text","true","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","observationId","observation_id","Column","uuid","true","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","payload","payload","Column","jsonb","","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","sourceKind","source_kind","Column","varchar","","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","status","status","Column","varchar","","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","targetId","target_id","Column","uuid","true","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_puar_proposals","ReconPuarProposal","updatedAt","updated_at","UpdateDateColumn","","","backend\src\modules\recon\entities\recon-puar-proposal.entity.ts"
"recon_settings","ReconSetting","createdAt","created_at","CreateDateColumn","","","backend\src\modules\recon\entities\recon-setting.entity.ts"
"recon_settings","ReconSetting","id","id","PrimaryGeneratedColumn","uuid","","backend\src\modules\recon\entities\recon-setting.entity.ts"
"recon_settings","ReconSetting","key","key","Column","varchar","","backend\src\modules\recon\entities\recon-setting.entity.ts"
"recon_settings","ReconSetting","updatedAt","updated_at","UpdateDateColumn","","","backend\src\modules\recon\entities\recon-setting.entity.ts"
"recon_settings","ReconSetting","value","value","Column","jsonb","","backend\src\modules\recon\entities\recon-setting.entity.ts"
